sex,age,age_cat,race,decile_score,priors_count,days_b_screening_arrest,c_jail_in,c_jail_out,c_charge_degree,is_recid,decile_score,score_text,two_year_recid
Male,49,Greater than 45,Caucasian,6,8,0,2013-08-26 9:29,2013-08-30 9:04,F,1,6,Medium,1
Female,33,25 - 45,African-American,2,1,-2,2013-02-25 10:43,2013-02-26 1:28,F,0,2,Low,0
Male,20,Less than 25,African-American,9,1,-83,2014-01-03 2:01,2014-03-27 10:13,F,0,9,High,0
Male,42,25 - 45,African-American,1,0,0,2013-03-25 12:03,2013-03-25 9:43,M,0,1,Low,0
Male,44,25 - 45,Caucasian,2,0,-1,2014-05-05 11:11,2014-05-14 8:42,F,1,2,Low,1
Male,28,25 - 45,African-American,6,5,-1,2014-05-11 1:52,2014-07-01 9:21,F,1,6,Medium,1
Male,32,25 - 45,African-American,6,4,-1,2013-02-13 5:34,2014-04-03 6:22,F,1,6,Medium,1
Male,28,25 - 45,African-American,7,7,-1,2014-08-16 5:41,2014-08-18 2:54,F,1,7,Medium,1
Male,38,25 - 45,Caucasian,4,0,0,2013-02-14 5:26,2013-07-22 6:55,F,0,4,Low,0
Male,38,25 - 45,African-American,4,3,-1,2013-02-07 8:57,2013-02-08 9:37,F,0,4,Low,0
Male,21,Less than 25,Caucasian,4,1,-301,2013-05-08 4:53,2013-05-09 4:31,F,0,4,Low,0
Female,34,25 - 45,African-American,3,0,-1,2013-02-23 3:07,2013-02-24 6:13,M,1,3,Low,0
Male,21,Less than 25,Caucasian,6,1,-1,2013-04-11 2:01,2013-04-12 8:39,F,1,6,Medium,1
Male,36,25 - 45,African-American,8,1,-1,2013-09-03 6:03,2013-10-04 9:05,F,1,8,High,1
Male,29,25 - 45,African-American,2,0,-1,2013-08-05 2:36,2013-08-06 1:30,M,1,2,Low,1
Male,34,25 - 45,African-American,6,3,-1,2014-06-12 7:33,2014-06-13 1:37,F,1,6,Medium,1
Male,38,25 - 45,African-American,2,1,-1,2013-02-21 7:43,2013-03-01 8:19,M,0,2,Low,0
Male,36,25 - 45,Caucasian,1,0,-1,2013-11-19 6:28,2013-12-14 4:30,F,0,1,Low,0
Male,32,25 - 45,Hispanic,2,0,-6,2013-12-28 4:21,2014-01-03 5:33,M,0,2,Low,0
Male,23,Less than 25,African-American,9,0,-1,2013-05-21 10:03,2013-05-22 8:06,M,0,9,High,0
Male,47,Greater than 45,Caucasian,1,0,-1,2013-09-20 11:27,2013-09-21 8:40,M,0,1,Low,0
Male,20,Less than 25,African-American,3,0,0,2013-10-28 4:46,2013-10-28 1:37,F,0,3,Low,0
Female,25,25 - 45,African-American,8,2,-1,2013-04-20 11:42,2013-04-21 1:50,F,1,8,High,1
Male,35,25 - 45,African-American,1,0,-1,2013-10-31 2:23,2013-11-01 1:40,M,0,1,Low,0
Female,30,25 - 45,Caucasian,3,1,-82,2013-07-20 10:18,2013-08-31 6:13,F,0,3,Low,0
Female,28,25 - 45,Caucasian,4,1,-1,2014-02-12 2:08,2014-02-13 8:48,M,0,4,Low,0
Male,30,25 - 45,Caucasian,8,2,-37,2014-01-16 1:58,2014-02-21 10:11,M,1,8,High,1
Female,45,Greater than 45,Caucasian,3,3,336,2014-07-08 1:11,2014-08-21 11:06,M,0,3,Low,0
Male,24,Less than 25,African-American,5,2,-1,2013-05-04 7:09,2013-05-05 3:39,M,1,5,Medium,1
Male,22,Less than 25,African-American,9,0,-1,2013-01-14 12:35,2013-01-15 6:41,F,0,9,High,0
Male,20,Less than 25,Other,10,8,-1,2013-11-03 7:03,2013-11-04 8:10,F,1,10,High,1
Female,42,25 - 45,African-American,1,0,31,2013-09-30 6:56,2013-10-02 9:53,M,1,1,Low,1
Male,24,Less than 25,African-American,9,8,-54,2013-03-15 10:50,2013-05-01 10:54,F,1,9,High,1
Male,40,25 - 45,Hispanic,1,0,0,2014-02-10 1:41,2014-02-10 8:22,M,0,1,Low,0
Male,27,25 - 45,Other,4,1,-1,2013-12-28 10:43,2014-01-03 8:51,F,0,4,Low,0
Male,60,Greater than 45,African-American,3,12,-1,2013-05-02 10:16,2013-05-03 12:40,F,0,3,Low,0
Male,33,25 - 45,African-American,5,6,-1,2013-01-25 10:07,2013-01-26 7:41,M,0,5,Medium,0
Male,34,25 - 45,African-American,4,2,-1,2014-10-10 11:40,2014-11-03 9:34,M,1,4,Low,1
Male,24,Less than 25,Caucasian,8,4,-1,2013-03-09 8:48,2013-03-10 7:11,M,0,8,High,0
Male,27,25 - 45,African-American,2,0,-1,2013-08-10 7:25,2013-08-12 9:28,M,1,2,Low,1
Male,29,25 - 45,African-American,10,4,0,2013-02-07 2:10,2014-01-28 6:29,F,1,10,High,1
Male,21,Less than 25,Caucasian,7,1,0,2013-03-21 12:18,2013-04-27 7:52,F,1,7,Medium,1
Male,32,25 - 45,Hispanic,1,0,-1,2013-03-06 8:29,2013-03-07 8:09,M,0,1,Low,0
Male,30,25 - 45,Caucasian,5,10,123,2013-07-07 12:51,2013-10-24 9:20,F,1,5,Medium,1
Female,42,25 - 45,Caucasian,1,0,-1,2013-05-11 9:23,2013-05-12 6:39,F,1,1,Low,1
Male,32,25 - 45,African-American,4,1,0,2013-01-16 12:41,2013-01-16 6:44,F,0,4,Low,0
Male,27,25 - 45,Other,1,0,-2,2013-01-27 6:21,2013-01-29 10:59,F,0,1,Low,0
Male,30,25 - 45,Caucasian,4,3,-1,2013-03-26 9:34,2013-03-27 1:22,M,0,4,Low,0
Male,22,Less than 25,African-American,3,1,-1,2014-08-13 11:24,2014-08-14 8:56,F,1,3,Low,1
Male,20,Less than 25,Caucasian,10,0,-2,2013-08-04 5:15,2013-08-05 2:15,M,1,10,High,1
Male,57,Greater than 45,Caucasian,2,0,0,2013-10-05 3:02,2013-10-06 8:39,M,0,2,Low,0
Male,51,Greater than 45,Caucasian,1,3,-1,2013-04-08 4:12,2013-04-09 7:06,F,1,1,Low,1
Male,21,Less than 25,African-American,4,0,-1,2014-03-24 7:15,2014-03-25 1:35,F,0,4,Low,0
Male,22,Less than 25,African-American,5,0,-1,2013-11-26 6:06,2013-12-31 7:52,F,0,5,Medium,0
Male,35,25 - 45,African-American,8,4,-1,2013-04-18 11:00,2014-04-07 10:06,F,1,8,High,1
Female,54,Greater than 45,Caucasian,2,1,-95,2013-03-14 4:18,2013-05-29 4:45,F,0,2,Low,0
Male,58,Greater than 45,Caucasian,3,2,-9,2013-10-12 8:52,2013-10-17 4:51,F,0,3,Low,0
Female,32,25 - 45,Caucasian,1,0,-1,2013-11-10 11:54,2013-11-11 9:30,F,1,1,Low,1
Female,39,25 - 45,African-American,6,22,-49,2013-01-24 11:14,2013-01-26 5:30,F,1,6,Medium,1
Male,30,25 - 45,Caucasian,6,9,-1,2014-01-18 4:24,2014-01-25 5:08,M,1,6,Medium,1
Male,20,Less than 25,African-American,10,0,-1,2014-07-08 2:25,2015-02-02 6:30,F,1,10,High,1
Male,40,25 - 45,Other,1,0,-1,2013-01-05 8:58,2013-01-06 1:15,M,0,1,Low,0
Female,45,Greater than 45,Caucasian,2,5,-1,2013-07-01 3:16,2013-07-01 7:50,M,0,2,Low,0
Male,31,25 - 45,African-American,3,4,-1,2013-09-18 10:28,2013-09-19 8:41,F,1,3,Low,1
Male,23,Less than 25,Hispanic,9,4,-27,2013-08-24 4:52,2013-09-20 11:57,F,0,9,High,0
Male,26,25 - 45,Hispanic,5,0,-1,2014-12-08 6:04,2014-12-11 9:09,M,1,5,Medium,1
Female,53,Greater than 45,Caucasian,3,1,-1,2013-04-16 9:32,2013-04-17 9:11,M,0,3,Low,0
Male,44,25 - 45,Caucasian,1,0,-1,2014-02-06 9:12,2014-02-08 9:33,M,0,1,Low,0
Female,44,25 - 45,Caucasian,5,1,-6,2013-04-03 11:25,2013-04-08 8:29,M,0,5,Medium,0
Male,21,Less than 25,Caucasian,2,0,-1,2014-10-07 8:28,2014-10-07 8:08,F,1,2,Low,1
Male,28,25 - 45,African-American,1,0,0,2013-08-07 2:46,2013-08-07 7:56,M,0,1,Low,0
Male,28,25 - 45,Caucasian,1,2,-1,2013-02-12 3:30,2013-02-13 8:00,M,0,1,Low,0
Male,24,Less than 25,African-American,3,0,-1,2013-05-24 3:05,2013-11-22 5:32,F,1,3,Low,1
Male,28,25 - 45,African-American,2,0,0,2013-08-09 12:26,2013-08-09 8:35,F,0,2,Low,0
Male,53,Greater than 45,Caucasian,1,4,0,2013-02-05 1:15,2013-02-05 1:07,F,0,1,Low,0
Male,47,Greater than 45,Hispanic,5,1,-1,2013-03-27 10:42,2013-09-27 9:55,F,0,5,Medium,0
Male,20,Less than 25,African-American,3,1,-24,2014-03-03 2:12,2014-03-04 8:49,F,0,3,Low,0
Male,21,Less than 25,African-American,6,0,-6,2013-11-29 12:22,2013-11-29 12:51,M,0,6,Medium,0
Male,30,25 - 45,Other,2,1,-1,2014-08-03 4:56,2014-08-05 11:09,F,1,2,Low,1
Male,37,25 - 45,Caucasian,1,1,-1,2013-10-28 10:28,2013-10-29 2:11,M,1,1,Low,1
Male,60,Greater than 45,Hispanic,1,1,-18,2013-04-19 9:31,2013-05-07 10:46,F,0,1,Low,0
Male,26,25 - 45,Hispanic,2,1,-1,2014-10-08 3:20,2014-10-09 2:32,M,1,2,Low,1
Male,30,25 - 45,Caucasian,1,0,-1,2013-05-10 9:23,2013-05-11 6:40,M,0,1,Low,0
Male,26,25 - 45,Caucasian,8,2,-1,2013-03-26 8:26,2013-03-27 9:33,F,1,8,High,1
Female,26,25 - 45,African-American,9,5,-1,2014-10-19 8:39,2014-10-26 4:44,F,1,9,High,1
Male,21,Less than 25,Hispanic,5,0,-1,2013-09-07 11:52,2013-09-09 2:51,F,0,5,Medium,0
Female,39,25 - 45,African-American,2,1,-1,2013-03-06 10:19,2013-03-07 1:54,F,0,2,Low,0
Male,30,25 - 45,Other,2,0,-1,2013-02-24 8:50,2013-03-02 6:34,F,0,2,Low,0
Male,44,25 - 45,African-American,5,2,-1,2013-09-15 2:38,2013-09-17 7:18,F,0,5,Medium,0
Male,45,Greater than 45,Caucasian,2,0,-1,2013-09-07 9:24,2013-09-10 8:25,M,0,2,Low,0
Male,30,25 - 45,African-American,1,1,-1,2013-09-09 9:55,2013-09-10 7:42,F,0,1,Low,0
Male,38,25 - 45,Asian,1,2,0,2013-12-03 5:13,2013-12-11 11:56,F,0,1,Low,0
Male,23,Less than 25,Caucasian,5,6,-1,2014-09-22 10:29,2014-09-23 1:41,F,1,5,Medium,1
Male,37,25 - 45,African-American,4,1,-139,2013-05-23 1:57,2013-06-28 5:54,F,0,4,Low,0
Male,46,Greater than 45,Asian,1,0,-1,2013-12-25 9:48,2013-12-26 1:21,M,0,1,Low,0
Male,42,25 - 45,African-American,1,0,-1,2013-12-19 12:18,2013-12-20 8:03,F,0,1,Low,0
Female,20,Less than 25,African-American,8,0,32,2014-09-24 4:43,2014-10-06 3:45,F,1,8,High,1
Male,65,Greater than 45,Caucasian,1,2,-84,2013-04-22 3:17,2013-04-26 5:56,M,0,1,Low,0
Male,54,Greater than 45,Caucasian,2,4,-1,2013-02-10 5:05,2013-02-13 9:32,M,0,2,Low,0
Male,47,Greater than 45,African-American,1,7,-1,2014-08-02 3:15,2014-08-03 8:09,F,1,1,Low,1
Male,39,25 - 45,African-American,9,5,-49,2014-06-13 7:59,2014-07-09 9:28,F,1,9,High,1
Male,26,25 - 45,Caucasian,7,0,-3,2013-04-02 11:42,2013-04-04 7:59,F,1,7,Medium,1
Male,29,25 - 45,Caucasian,10,7,-1,2014-06-07 1:31,2014-06-08 8:07,M,1,10,High,1
Male,51,Greater than 45,Caucasian,1,7,-1,2013-03-20 3:05,2013-04-04 1:57,F,1,1,Low,1
Male,44,25 - 45,African-American,1,0,0,2013-03-04 5:50,2013-03-04 8:33,M,0,1,Low,0
Male,49,Greater than 45,Caucasian,5,12,-24,2013-02-08 10:08,2013-03-02 1:59,M,0,5,Medium,0
Male,22,Less than 25,African-American,8,0,-1,2013-04-20 11:00,2013-04-21 6:59,F,1,8,High,1
Male,32,25 - 45,African-American,4,4,-1,2013-01-31 4:10,2013-02-01 8:49,M,1,4,Low,1
Male,27,25 - 45,African-American,3,0,-1,2014-02-16 1:43,2014-02-17 7:58,M,0,3,Low,0
Male,30,25 - 45,Caucasian,2,0,-1,2013-09-24 3:13,2013-09-24 8:14,M,0,2,Low,0
Male,22,Less than 25,African-American,10,6,,,,F,1,10,High,1
Male,20,Less than 25,African-American,8,2,-56,2013-01-15 1:56,2013-03-12 10:40,F,1,8,High,1
Male,28,25 - 45,Hispanic,7,11,0,2013-10-30 4:01,2013-10-31 3:20,M,0,7,Medium,0
Male,45,Greater than 45,Other,1,0,-1,2014-03-11 4:52,2014-03-12 8:48,M,0,1,Low,0
Female,51,Greater than 45,Caucasian,5,5,0,2013-08-12 11:55,2013-09-14 5:58,F,0,5,Medium,0
Male,27,25 - 45,African-American,2,4,-1,2014-01-09 7:18,2014-01-10 7:47,F,1,2,Low,1
Male,32,25 - 45,African-American,7,0,-1,2013-08-05 2:24,2013-08-22 12:27,F,1,7,Medium,1
Male,43,25 - 45,African-American,3,2,-1,2013-04-17 10:37,2013-04-23 10:16,F,0,3,Low,0
Female,63,Greater than 45,African-American,4,1,,,,F,0,4,Low,0
Male,37,25 - 45,Caucasian,2,2,-1,2013-08-12 8:43,2013-08-13 8:22,F,0,2,Low,0
Male,26,25 - 45,African-American,4,0,-1,2013-09-20 5:36,2013-09-21 9:55,F,1,4,Low,1
Male,32,25 - 45,African-American,10,17,84,2014-08-06 5:26,2015-03-03 11:40,F,1,10,High,1
Male,26,25 - 45,African-American,2,0,-1,2013-08-21 9:03,2013-08-22 8:18,M,0,2,Low,0
Male,32,25 - 45,Other,3,4,0,2013-03-08 12:04,2013-03-08 2:03,F,0,3,Low,0
Male,39,25 - 45,Hispanic,4,3,-21,2013-05-08 10:08,2013-05-22 7:51,F,0,4,Low,0
Female,58,Greater than 45,African-American,1,4,-1,2013-12-04 2:04,2013-12-05 9:54,F,0,1,Low,0
Male,33,25 - 45,Other,2,0,-1,2013-03-10 4:24,2013-03-11 1:32,M,0,2,Low,0
Female,22,Less than 25,Caucasian,3,1,-22,2013-10-09 1:32,2013-10-09 6:32,M,0,3,Low,0
Male,26,25 - 45,African-American,5,6,-105,2013-07-22 6:17,2013-07-22 6:50,M,1,5,Medium,1
Male,21,Less than 25,African-American,10,2,-1,2013-11-27 7:19,2014-04-16 9:37,F,1,10,High,1
Female,29,25 - 45,African-American,4,1,,,,F,1,4,Low,1
Male,31,25 - 45,Caucasian,7,0,0,2013-02-14 2:09,2013-03-21 9:56,F,1,7,Medium,1
Male,43,25 - 45,Caucasian,1,2,-10,2013-11-04 9:10,2013-11-06 6:20,F,0,1,Low,0
Male,23,Less than 25,African-American,7,0,-1,2013-05-09 10:04,2013-05-10 8:01,M,0,7,Medium,0
Male,25,25 - 45,Caucasian,2,0,-1,2014-02-24 7:11,2014-02-25 8:52,F,0,2,Low,0
Male,22,Less than 25,African-American,9,6,-1,2013-12-18 8:38,2013-12-19 8:44,F,0,9,High,0
Male,30,25 - 45,African-American,4,6,-1,2013-01-18 10:56,2013-06-01 2:07,F,0,4,Low,0
Male,25,25 - 45,African-American,9,15,-1,2013-03-13 5:33,2013-03-15 5:42,F,1,9,High,1
Male,20,Less than 25,African-American,7,0,-1,2014-10-23 2:06,2014-10-24 8:29,F,1,7,Medium,1
Male,39,25 - 45,Hispanic,1,0,-1,2013-09-09 9:26,2013-09-10 7:41,F,0,1,Low,0
Male,31,25 - 45,African-American,5,3,716,2014-12-20 9:37,2014-12-21 7:47,F,1,5,Medium,1
Male,33,25 - 45,African-American,2,1,-1,2013-09-14 6:09,2013-09-17 11:30,F,1,2,Low,1
Male,59,Greater than 45,African-American,4,1,-1,2013-03-16 7:33,2013-03-17 1:48,F,0,4,Low,0
Male,21,Less than 25,Hispanic,9,1,-8,2013-08-29 9:50,2013-08-31 6:13,F,0,9,High,0
Male,53,Greater than 45,African-American,6,8,-1,2013-11-21 1:12,2013-11-26 8:55,F,1,6,Medium,1
Male,34,25 - 45,Caucasian,2,2,-1,2013-02-16 5:53,2013-02-17 7:51,M,0,2,Low,0
Male,36,25 - 45,Caucasian,4,6,-25,2013-03-25 1:15,2013-03-25 8:01,F,0,4,Low,0
Male,23,Less than 25,African-American,3,0,-1,2013-01-29 5:36,2013-01-30 7:49,F,0,3,Low,0
Male,32,25 - 45,African-American,8,2,0,2013-01-21 2:06,2013-05-10 8:38,M,0,8,High,0
Male,32,25 - 45,African-American,9,11,-1,2013-03-22 9:35,2013-03-24 3:51,M,1,9,High,1
Female,66,Greater than 45,Caucasian,1,1,-46,2013-03-14 2:52,2013-04-11 7:51,M,0,1,Low,0
Male,66,Greater than 45,Other,1,0,-1,2014-03-05 2:20,2014-03-06 10:24,M,0,1,Low,0
Female,24,Less than 25,Caucasian,6,0,-1,2013-05-19 7:00,2013-06-12 1:57,M,0,6,Medium,0
Male,30,25 - 45,African-American,10,7,-1,2013-03-20 8:08,2014-11-13 6:57,F,1,10,High,1
Male,28,25 - 45,African-American,7,1,-1,2013-03-14 8:59,2013-03-16 5:45,M,0,7,Medium,0
Male,43,25 - 45,Caucasian,5,4,0,2014-06-29 3:34,2014-07-01 5:12,F,1,5,Medium,1
Male,35,25 - 45,African-American,2,3,-1,2013-12-27 3:35,2014-01-07 10:11,M,0,2,Low,0
Male,19,Less than 25,African-American,8,2,-21,2013-10-25 10:26,2013-11-09 4:10,F,1,8,High,1
Male,33,25 - 45,Caucasian,2,0,,,,F,1,2,Low,1
Male,22,Less than 25,African-American,6,1,-1,2013-12-12 3:05,2013-12-16 5:21,M,1,6,Medium,1
Male,29,25 - 45,African-American,1,0,0,2013-01-20 1:46,2013-01-20 12:12,F,0,1,Low,0
Female,23,Less than 25,African-American,4,0,-1,2014-02-14 2:04,2014-02-16 3:42,M,0,4,Low,0
Male,62,Greater than 45,African-American,9,15,-36,2013-08-28 6:07,2013-10-03 12:14,F,0,9,High,0
Female,33,25 - 45,Caucasian,2,0,-2,2013-07-27 2:32,2013-07-28 2:02,M,0,2,Low,0
Male,35,25 - 45,African-American,4,1,0,2013-01-31 12:15,2013-01-31 8:06,M,0,4,Low,0
Male,53,Greater than 45,Caucasian,1,0,0,2013-05-05 6:01,2013-05-05 7:11,F,1,1,Low,0
Male,59,Greater than 45,Caucasian,6,17,-25,2014-09-29 1:44,2014-10-22 7:29,F,1,6,Medium,1
Female,48,Greater than 45,Caucasian,1,0,-1,2013-04-10 12:13,2013-04-11 1:05,M,0,1,Low,0
Female,33,25 - 45,African-American,2,1,-10,2013-01-25 11:03,2013-01-26 8:47,F,0,2,Low,0
Male,44,25 - 45,Caucasian,1,0,0,2013-04-29 2:46,2013-04-30 3:52,M,0,1,Low,0
Male,31,25 - 45,Caucasian,2,10,-18,2014-12-05 7:58,2014-12-07 3:33,F,1,2,Low,1
Male,28,25 - 45,African-American,4,2,-1,2013-09-16 5:15,2013-09-17 7:18,F,1,4,Low,1
Male,56,Greater than 45,Other,1,9,-147,2013-09-26 11:51,2014-02-12 10:41,F,0,1,Low,0
Male,51,Greater than 45,Hispanic,1,1,-18,2013-01-27 7:54,2013-02-13 9:34,F,0,1,Low,0
Male,23,Less than 25,African-American,7,0,0,2013-03-14 2:20,2013-03-19 5:29,F,1,7,Medium,1
Male,21,Less than 25,Hispanic,7,0,0,2013-10-27 2:30,2013-10-27 8:17,F,0,7,Medium,0
Male,26,25 - 45,Caucasian,5,0,0,2013-01-02 7:21,2013-01-02 7:31,F,0,5,Medium,0
Male,22,Less than 25,African-American,9,3,0,2013-09-29 3:40,2013-09-29 6:47,F,0,9,High,0
Male,29,25 - 45,African-American,2,0,-1,2013-03-26 7:25,2013-03-27 11:45,M,0,2,Low,0
Male,20,Less than 25,African-American,9,2,-1,2014-04-03 6:52,2014-04-05 8:08,F,1,9,High,1
Male,44,25 - 45,Caucasian,1,0,-1,2013-11-12 9:19,2013-11-13 8:07,M,0,1,Low,0
Male,41,25 - 45,African-American,5,2,-1,2013-08-21 10:34,2013-09-05 9:41,F,0,5,Medium,0
Female,28,25 - 45,African-American,4,4,0,2013-11-08 3:39,2013-11-08 9:33,F,0,4,Low,0
Male,27,25 - 45,Caucasian,6,1,-1,2013-03-24 10:31,2013-04-15 5:08,M,1,6,Medium,1
Male,31,25 - 45,Caucasian,3,7,-1,2014-03-09 4:46,2014-03-10 9:42,M,0,3,Low,0
Male,23,Less than 25,Caucasian,8,5,-105,2014-01-06 3:27,2014-01-20 4:51,F,1,8,High,1
Male,33,25 - 45,African-American,7,16,-243,2013-02-20 12:52,2013-02-21 6:22,M,1,7,Medium,1
Male,26,25 - 45,African-American,3,3,-21,2014-09-01 10:08,2014-09-02 8:20,F,1,3,Low,1
Male,20,Less than 25,African-American,4,0,-1,2013-11-14 6:08,2013-11-15 8:54,F,1,4,Low,0
Male,55,Greater than 45,Caucasian,1,2,-1,2013-01-21 8:21,2013-01-22 2:00,M,1,1,Low,1
Male,36,25 - 45,African-American,8,0,0,2013-02-27 1:25,2013-02-28 4:12,F,0,8,High,0
Male,48,Greater than 45,Other,1,4,-1,2014-01-10 7:01,2014-01-14 9:21,F,1,1,Low,1
Male,22,Less than 25,Other,4,5,-1,2014-03-18 1:16,2014-03-20 12:11,F,1,4,Low,1
Male,23,Less than 25,African-American,9,1,-1,2013-08-13 4:31,2013-08-18 4:39,M,0,9,High,0
Male,34,25 - 45,African-American,10,19,-1,2014-01-21 8:57,2014-01-26 2:45,F,1,10,High,1
Female,59,Greater than 45,Caucasian,1,1,-21,2013-02-08 8:25,2013-02-13 9:36,F,0,1,Low,0
Male,37,25 - 45,Caucasian,2,0,-4,2013-04-22 2:29,2013-04-23 3:38,F,1,2,Low,1
Female,28,25 - 45,Caucasian,4,0,-1,2013-08-23 4:46,2013-08-24 2:25,F,1,4,Low,1
Male,20,Less than 25,African-American,10,1,-47,2014-04-24 12:14,2014-06-10 10:39,F,1,10,High,1
Male,31,25 - 45,African-American,2,0,-1,2013-10-02 6:36,2013-10-03 8:18,F,0,2,Low,0
Female,38,25 - 45,African-American,10,14,-1,2014-07-12 6:46,2014-07-17 5:29,F,1,10,High,1
Male,33,25 - 45,African-American,1,0,-4,2014-02-07 9:21,2014-02-11 4:08,F,1,1,Low,1
Male,27,25 - 45,African-American,8,3,-1,2014-08-28 12:41,2014-08-29 1:55,F,1,8,High,1
Male,25,25 - 45,Caucasian,4,2,0,2013-02-19 3:48,2013-02-20 4:22,M,1,4,Low,1
Female,42,25 - 45,African-American,2,2,-1,2013-11-25 5:04,2013-11-26 9:36,F,0,2,Low,0
Male,22,Less than 25,African-American,8,3,-1,2014-02-05 3:18,2014-03-03 8:00,F,1,8,High,1
Male,21,Less than 25,Other,6,0,-1,2013-02-28 7:56,2013-03-02 5:27,F,0,6,Medium,0
Male,57,Greater than 45,Caucasian,7,15,-32,2013-08-23 3:39,2013-09-12 10:31,F,0,7,Medium,0
Male,45,Greater than 45,Caucasian,5,1,0,2013-04-11 12:51,2013-05-09 4:33,F,1,5,Medium,1
Female,21,Less than 25,African-American,3,1,-11,2014-12-05 4:26,2014-12-07 3:33,M,1,3,Low,1
Male,52,Greater than 45,Caucasian,1,2,-1,2013-05-08 2:05,2013-05-09 9:08,M,0,1,Low,0
Male,29,25 - 45,Caucasian,3,0,-1,2013-05-22 8:43,2013-05-23 8:01,M,0,3,Low,0
Female,37,25 - 45,African-American,4,0,0,2013-01-24 1:57,2013-01-29 5:24,M,0,4,Low,0
Male,34,25 - 45,Caucasian,2,0,-1,2013-04-13 9:32,2013-04-14 7:21,F,0,2,Low,0
Male,53,Greater than 45,African-American,1,0,0,2013-01-24 3:10,2013-01-25 12:12,M,1,1,Low,1
Female,30,25 - 45,African-American,8,8,-1,2013-05-02 1:18,2013-05-03 12:53,F,1,8,High,1
Male,35,25 - 45,Hispanic,3,0,-7,2013-08-16 4:54,2013-08-17 7:16,M,0,3,Low,0
Male,28,25 - 45,Caucasian,4,1,-1,2013-05-19 5:41,2013-05-23 12:31,F,0,4,Low,0
Male,21,Less than 25,African-American,8,1,-1,2013-04-29 10:52,2013-04-30 7:18,F,0,8,High,0
Male,22,Less than 25,African-American,7,1,13,2013-12-03 12:53,2014-01-16 3:17,F,0,7,Medium,0
Male,42,25 - 45,Caucasian,3,1,-1,2013-10-28 8:04,2013-10-29 2:05,M,1,3,Low,1
Male,26,25 - 45,African-American,4,3,0,2014-09-09 4:01,2014-09-09 8:47,F,1,4,Low,1
Male,54,Greater than 45,African-American,1,9,0,2013-12-28 1:57,2013-12-29 2:05,M,0,1,Low,0
Male,39,25 - 45,Other,2,1,-1,2013-09-22 10:25,2013-09-23 1:52,F,1,2,Low,1
Male,30,25 - 45,African-American,9,20,0,2013-08-25 4:11,2014-07-08 6:34,F,1,9,High,1
Female,26,25 - 45,African-American,6,1,-1,2013-09-12 12:49,2013-10-10 9:49,F,1,6,Medium,1
Male,41,25 - 45,African-American,1,0,0,2014-01-07 4:31,2014-01-08 3:21,M,0,1,Low,0
Male,23,Less than 25,Caucasian,5,5,0,2014-09-13 1:32,2014-11-06 7:47,M,1,5,Medium,1
Male,43,25 - 45,Caucasian,2,1,-1,2013-02-10 9:37,2013-04-16 7:46,F,1,2,Low,1
Male,22,Less than 25,African-American,3,0,-1,2013-04-19 11:33,2013-04-20 1:40,M,1,3,Low,1
Male,42,25 - 45,Hispanic,5,3,,,,M,0,5,Medium,0
Female,27,25 - 45,Caucasian,3,6,-1,2014-03-25 9:53,2014-03-26 10:10,F,1,3,Low,1
Female,42,25 - 45,African-American,3,2,-1,2013-01-24 11:48,2013-02-28 5:30,M,0,3,Low,0
Male,25,25 - 45,African-American,6,8,0,2014-01-29 12:27,2014-02-27 12:46,F,1,6,Medium,1
Male,49,Greater than 45,African-American,2,4,0,2014-02-03 12:18,2014-03-11 8:20,M,0,2,Low,0
Male,26,25 - 45,African-American,9,7,-43,2013-03-04 11:43,2013-04-12 8:47,F,1,9,High,1
Male,52,Greater than 45,Caucasian,1,1,-1,2013-10-21 11:28,2013-11-15 9:18,F,0,1,Low,0
Female,60,Greater than 45,Caucasian,1,2,-1,2013-11-24 4:19,2013-11-25 9:02,F,0,1,Low,0
Female,23,Less than 25,African-American,6,0,-1,2013-03-12 6:19,2013-03-13 8:18,M,0,6,Medium,0
Male,30,25 - 45,African-American,7,2,-1,2013-01-29 8:26,2013-01-30 8:54,M,0,7,Medium,0
Male,48,Greater than 45,African-American,6,9,0,2013-03-27 8:37,2013-03-31 3:02,F,1,6,Medium,1
Male,32,25 - 45,African-American,7,2,0,2013-08-26 3:38,2013-08-27 5:13,F,1,7,Medium,1
Male,28,25 - 45,Hispanic,3,3,-1,2014-03-23 4:26,2014-03-25 4:03,F,1,3,Low,1
Male,24,Less than 25,African-American,7,5,-1,2014-07-14 5:11,2014-07-15 8:15,F,1,7,Medium,1
Female,26,25 - 45,African-American,5,3,107,2015-02-27 11:33,2015-03-07 4:16,F,1,5,Medium,1
Male,22,Less than 25,African-American,5,3,20,2014-01-06 1:56,2014-08-08 10:08,F,1,5,Medium,1
Male,44,25 - 45,African-American,2,2,-1,2013-02-14 6:58,2013-02-16 1:33,F,0,2,Low,0
Male,32,25 - 45,Caucasian,4,3,-1,2013-05-25 6:05,2013-08-19 9:19,F,0,4,Low,0
Female,27,25 - 45,African-American,2,1,-1,2013-09-20 11:29,2013-09-21 8:27,M,0,2,Low,0
Male,52,Greater than 45,African-American,4,15,0,2014-01-15 5:40,2014-01-16 3:54,M,1,4,Low,1
Male,61,Greater than 45,Caucasian,2,3,0,2014-09-22 7:01,2014-09-23 3:26,M,1,2,Low,1
